Nit,Productos_ahorro,Saldo_productos,Variacion_saldo_6m,Diversificacion_productos
50379713,3,116336777.52,-0.97,1
89058362,0,0.0,0.33,3
60651117,1,9294621.41,0.82,1
94812265,6,140232157.87,-0.46,1
51014404,4,137810597.47,-0.26,1
82687275,4,87388879.09,0.01,3
31848489,0,0.0,0.07,1
53333881,6,158606328.38,0.05,2
98972348,5,35009284.48,0.26,1
99708081,1,59601200.91,-0.97,3
74517541,0,0.0,-0.42,1
98937947,7,23263148.98,0.67,3
40825694,6,80561864.18,0.28,1
61161771,2,118932048.17,-0.97,2
44525079,2,112294292.81,0.11,2
13348798,6,30966304.76,0.27,2
31902331,0,0.0,-0.93,3
67055456,1,60085842.54,-0.0,2
82606118,2,191243805.62,0.53,2
56427019,4,168050435.25,-0.72,1
20265790,1,88053396.26,-0.55,3
20352371,3,94186185.39,0.23,3
89968334,8,148543724.23,0.13,2
38242774,0,0.0,0.99,2
81659884,1,144704758.85,-0.14,3
62097571,3,92267103.35,0.82,3
52535241,8,199851075.47,0.63,2
21246747,2,134717260.08,0.48,3
99494428,8,86524852.34,0.57,3
25363843,4,161015780.64,0.02,3
20374670,1,98938902.28,0.94,2
35947613,7,43621782.02,0.99,1
66954555,8,157602298.59,-0.24,1
53203097,7,164192952.79,0.68,1
39706342,5,25009729.05,-0.81,1
84485788,8,138648226.64,0.04,1
94491325,7,162563890.32,0.35,3
31369903,6,67046338.8,0.03,3
85175278,5,90237665.27,0.62,1
73229905,0,0.0,-0.94,3
79955104,1,74605895.12,-0.36,3
58451910,1,103961721.23,-0.27,3
93295969,1,98500145.35,-0.07,3
94211977,5,192679776.94,0.05,2
67747159,1,121997186.84,-0.04,2
34150141,3,25768734.58,0.33,3
96520689,2,159054236.84,0.1,3
51664453,7,157147884.77,0.06,1
69158846,2,78014854.9,-0.66,2
48987056,3,180263317.62,-0.7,2
42056519,0,0.0,0.7,1
18654932,8,185185021.54,-0.01,1
44509864,4,38675556.12,-0.77,3
54255954,3,147716987.82,0.51,3
23903398,6,17843605.5,-0.52,2
95620074,2,99654647.03,-0.18,2
89693718,5,181508072.9,0.87,1
41075596,2,56776013.9,0.53,3
84928489,4,75671611.11,-0.4,2
64228148,8,15278922.24,-0.16,2
75340646,3,143680846.03,-0.08,1
67967579,8,20740598.31,-0.96,1
27119819,4,153928275.49,-0.71,1
90051138,7,23103530.22,0.48,1
31995439,8,196297477.49,-0.3,2
13979752,3,12291988.28,0.02,1
98462569,3,71112999.07,0.11,1
81413565,3,184101218.97,-0.38,2
14961708,5,75652057.29,-0.45,1
26756359,3,28278166.18,-0.24,1
55851941,1,189849658.55,-0.74,1
13734626,8,7162173.41,-0.5,1
14010859,8,106658075.24,0.84,1
43038693,1,153277886.92,-0.17,1
10650369,7,144464784.48,0.55,3
79959174,2,24088449.84,0.72,1
36834302,1,161576473.21,-0.33,1
74970344,3,73178141.0,-0.99,3
67903839,0,0.0,-0.31,2
75306687,6,93132283.0,-0.54,1
32017419,4,12381288.91,-0.34,3
84139828,1,192268339.98,-0.09,1
33826185,6,148698729.91,0.84,1
71935458,3,34016465.52,0.13,1
14956739,3,8272804.84,0.58,3
56281025,0,0.0,-0.9,3
76988315,6,183825377.38,0.8,3
44070122,4,70670498.8,-0.44,3
35135214,1,182418382.5,-0.28,2
40591053,5,104854445.31,-0.63,1
57488641,5,79817857.12,-0.33,2
37397153,2,185630120.91,-0.66,3
25289747,5,56126763.16,-0.96,2
64658862,2,154204714.62,-0.38,1
63429119,0,0.0,-0.34,1
34106473,8,173759466.98,0.13,1
99767424,3,122999627.45,0.14,3
26763840,4,168663150.27,0.63,1
74119768,7,1816506.73,-0.19,3
17759456,4,65025206.88,0.82,1
22045910,8,35046762.03,0.26,2
80421322,0,0.0,-0.88,1
79384443,4,161839996.23,-0.87,2
79249019,8,29942423.77,0.97,2
32003051,5,19549960.1,-0.14,3
95645453,2,90160282.27,0.79,2
58285056,8,42248506.48,-0.84,1
76146885,3,169430561.51,0.48,1
57506743,3,59471251.14,0.45,1
39007126,1,10971065.87,0.75,1
23282869,7,54162940.97,0.87,3
27698178,7,182470968.38,-0.31,1
86058925,4,111117525.61,0.81,2
58846587,1,19527771.29,-0.78,3
59609210,4,124694726.67,0.24,1
94818166,0,0.0,0.04,1
20321541,6,136001045.07,-0.24,2
91133299,0,0.0,-0.25,2
85538328,8,143977602.86,0.76,3
46445422,1,165458368.98,0.62,3
72377488,2,178422888.87,-0.34,1
50138651,8,125617571.97,0.37,1
84849183,0,0.0,-0.38,3
34359702,1,179448468.11,-0.54,3
54482280,4,34714609.46,0.4,2
41429519,3,112979657.5,-0.81,3
38792985,8,169554765.04,0.03,1
47594621,1,144061831.69,0.46,3
44219936,3,29356137.54,0.51,3
69223225,0,0.0,-0.52,2
74367535,6,70798423.95,-0.35,3
87091410,6,197882003.49,-0.18,2
90926262,8,48072300.3,-0.29,3
13526032,1,73513264.44,0.92,3
52756965,2,125412709.87,0.6,2
75363002,3,184335358.81,-0.32,1
34781965,4,85294140.55,0.94,3
25208913,6,154860985.22,-0.86,2
25168660,3,57235432.92,0.93,3
91067181,5,188449491.44,0.05,3
69911334,1,146092147.91,0.41,3
34228655,0,0.0,0.34,3
71156947,4,82215081.81,-0.05,1
22038651,0,0.0,0.47,1
55295749,5,139975884.39,-0.64,1
55703226,6,133394259.69,0.7,2
95400665,7,196999369.18,-0.11,2
36105925,1,18056979.62,-0.77,1
66731558,2,66757317.75,0.79,3
74594104,3,98341172.28,0.2,3
76215349,6,38432052.84,0.07,1
80011451,4,126770123.8,-0.84,3
43060313,8,150832658.82,-0.59,3
68173072,5,94779576.82,-0.09,1
55756274,2,38184428.32,-0.07,3
17263355,5,174963178.44,-0.5,1
61442900,2,53777101.4,-0.85,2
88557365,6,13192554.26,-0.3,1
39925446,2,54764154.46,-0.71,3
72980651,4,187130947.94,-0.64,1
51665363,1,197895445.67,-0.55,1
29965122,8,122006620.65,-0.72,2
57713848,8,23392045.04,0.04,2
34726186,7,144708750.64,0.49,3
67395517,2,158339135.22,-0.27,3
29559228,8,37692809.03,0.7,1
26398429,7,171668268.3,0.18,2
53630858,1,146551209.86,-0.88,2
30614988,6,142364743.34,-0.47,3
79875063,4,14931627.6,0.9,3
39225573,2,54324769.13,-0.42,1
78696565,1,21351844.69,0.68,2
96490223,1,135441272.86,-0.49,3
62572737,7,118553459.04,-0.32,2
47269101,0,0.0,0.2,2
98289911,0,0.0,0.65,1
64037233,1,133692113.84,0.41,1
69200944,2,44665838.01,0.59,1
44913939,8,28786033.5,-0.96,3
63377265,2,115538710.93,-0.42,2
89218674,0,0.0,-0.79,3
60967773,8,81949444.91,0.62,3
79413646,6,5843258.43,-1.0,3
64541249,5,65946534.49,-0.73,3
15037341,6,69718231.21,0.48,2
58582659,2,60191323.88,0.19,1
51687359,6,163548077.38,-0.11,1
80861823,2,163750960.81,0.0,2
74009357,4,123925445.23,-0.86,3
21652921,8,188308697.78,-0.97,2
53102986,5,179701331.58,0.26,3
64254394,8,121214442.48,-0.16,2
93206423,0,0.0,-0.86,2
69720791,6,120506633.6,-0.85,3
62420397,7,92721358.1,-0.55,1
61628059,4,49777521.67,-0.97,1
86739369,2,82782081.92,0.32,1
64873958,5,131864391.04,0.09,1
79985379,3,88639989.81,-0.52,2
55868235,5,16301923.55,0.67,3
83908413,0,0.0,0.79,3
46692513,3,111016149.46,0.86,1
44154789,8,56606673.02,0.6,3
51824126,3,157764047.35,0.01,2
99804718,0,0.0,0.88,1
24979919,0,0.0,-0.78,3
63671255,2,89302564.78,0.28,2
48880000,7,51302116.36,-0.32,3
81858228,7,194580704.45,0.83,2
30950719,4,40181472.4,-0.54,2
91029803,2,110695513.72,-0.57,1
83536558,1,138941232.39,0.29,2
26431986,7,194090430.73,-0.9,1
29268048,2,16241822.1,0.36,2
52469928,6,99171500.35,0.61,2
51550740,8,39647558.87,-0.15,3
85965868,3,98662416.3,-0.24,1
33730158,8,15039172.69,0.85,3
85836812,4,127857838.77,0.18,2
61114177,0,0.0,0.95,3
12074075,7,121274579.66,0.3,2
10662553,6,19439941.58,-0.01,3
14389986,2,41102070.08,-0.57,2
33712219,0,0.0,-0.3,1
43189756,2,124212670.99,-0.17,1
23183737,8,176024191.04,-0.52,3
93947514,2,101303140.35,0.83,1
66151776,2,79733899.58,-0.2,3
58558161,7,121364618.88,-0.49,1
83162421,8,84147367.19,0.06,3
11820584,1,10814304.14,-0.42,3
72081723,3,20342260.99,0.49,2
59266056,2,90064605.2,0.3,3
92743042,5,4549928.46,-0.95,1
95332577,0,0.0,-0.44,1
32169440,7,54263852.28,-0.72,3
13177562,1,135515012.41,-0.66,2
38521800,6,170266255.32,0.0,1
31231005,7,112634939.25,0.18,2
50169268,6,75102502.27,0.13,3
15183227,3,99095249.49,0.41,3
73595215,8,61588547.83,0.71,2
57399602,0,0.0,-0.25,3
47011241,6,125814161.57,-0.79,2
92844346,0,0.0,-0.32,1
54965997,8,122002918.43,0.94,2
83765326,4,53399164.53,0.29,1
43414696,0,0.0,0.33,1
92846332,7,142085785.4,0.95,1
98395008,3,79298602.26,0.48,3
90581824,4,59933064.59,-0.55,3
53188850,6,188496911.84,-0.63,1
64100037,1,125910310.18,-0.98,1
55017546,4,111951211.58,0.43,3
76278893,0,0.0,-0.21,2
22152535,4,37032102.95,0.23,3
45137338,8,29825009.17,-0.34,2
21686111,8,77185649.07,-0.7,3
86819262,6,94348476.88,-0.13,1
37602200,8,35688532.48,0.04,2
71460361,7,133510972.83,-0.23,1
12005632,1,91195661.4,-0.42,3
73981154,8,196189822.88,0.95,3
70569357,4,17930586.45,0.42,3
69878804,2,128051307.8,-0.03,1
96837743,1,133268557.72,0.02,2
43308406,5,198871729.71,0.25,2
52399475,1,147708579.33,-0.54,2
26266277,5,114226105.54,0.28,1
38902144,3,113861571.32,-0.62,3
70570359,6,173369634.74,-0.95,1
29134951,1,29507284.31,0.61,3
47161515,1,36073266.93,-0.21,2
44407391,2,192132134.84,-0.52,1
48692544,1,127609951.94,0.26,2
50413164,5,101227108.13,0.37,1
88070248,6,149708864.56,0.05,3
76195512,1,179502038.06,0.03,1
22632575,8,165566542.77,0.53,1
73794423,6,84148237.77,-0.82,3
29556908,8,146820847.01,-0.89,2
36208315,5,153679153.77,0.62,2
79981761,1,100191393.2,-0.79,2
22387038,7,11784399.31,-0.83,2
36285614,6,146155644.67,0.37,3
70722413,1,12216303.61,0.33,1
18610162,6,196518667.61,-0.35,1
34799257,5,75954816.04,-0.73,2
65753096,7,82955983.52,-0.6,3
44010930,0,0.0,-0.16,3
90048237,8,45596418.73,0.78,3
42701831,7,67968140.25,-0.89,1
40370045,5,88950929.06,0.28,3
52018598,4,155172655.28,-0.17,1
97639875,4,109938346.16,-0.66,3
75779491,3,193309694.74,0.03,3
95432857,7,170743577.3,0.33,1
48980198,3,146349928.95,0.04,3
20070602,8,22722862.76,0.18,2
13762288,8,71517491.08,0.0,2
15506359,3,100066631.15,0.8,1
59637944,5,189439413.69,-0.06,1
25854463,0,0.0,-0.36,3
40733412,8,166364492.28,0.06,3
35412345,1,155291703.97,0.36,1
39322886,6,35792971.95,-0.04,2
83910355,7,177864967.91,0.28,2
94672229,7,153802208.93,-0.66,2
93273633,5,29364929.61,-0.63,3
21451235,5,8004410.43,-0.06,3
57181752,3,31586671.04,0.46,2
82851004,3,90137661.69,0.85,3
11537240,8,25223531.86,-0.57,1
61264055,5,120723481.79,-0.97,3
52560028,7,132795313.12,-0.08,2
57024781,5,194912808.02,-0.09,3
23752390,4,56735989.34,0.01,1
29469836,4,40943992.57,-0.6,3
79735824,0,0.0,0.41,2
74175203,4,126424463.91,-0.53,1
61440499,8,52265157.04,-0.03,2
21636860,7,45327487.05,-0.77,2
23525192,7,11694356.45,0.2,1
30793917,2,85440510.65,0.8,3
29108883,4,59862224.45,-0.92,3
96866902,4,138252633.25,-0.78,3
88488503,8,149880900.47,0.77,3
37363161,3,55460679.84,-0.81,1
75202355,3,121844114.17,0.93,2
21388312,1,34064750.73,-0.88,2
16771773,5,91985639.39,-0.14,1
65527696,4,130813220.28,0.94,1
68366758,2,41858583.65,-0.33,2
38583664,2,56018955.55,-0.41,3
28955002,8,6397266.86,0.12,2
58356361,7,57960260.49,0.36,3
21346618,0,0.0,-0.59,3
98730520,7,88217777.95,0.03,1
89626861,0,0.0,0.4,2
86212763,1,188881841.59,-0.27,1
68684377,7,80026765.53,0.13,1
96131147,2,142108406.44,-0.58,3
31062716,7,106997712.86,0.06,3
14906041,4,148303276.99,-0.4,3
25491371,7,165731642.27,-0.95,1
43614320,8,190466936.82,0.34,2
66878331,5,125983399.15,-0.64,3
72285206,3,196561394.25,-0.78,3
12645965,3,84049706.5,-0.83,1
29502335,6,89448391.13,-0.27,1
38364156,1,134689436.32,-0.76,1
66064590,2,166642939.24,0.58,2
18087892,2,89311373.64,0.02,3
93347229,4,6307133.76,-0.39,2
47648786,1,120262157.75,0.93,3
88021596,6,78076490.21,0.54,3
84735829,0,0.0,-0.41,2
87335397,6,34838274.42,-0.19,2
29527231,0,0.0,-0.19,3
59909283,7,71128066.42,0.85,1
82148928,5,38206708.47,0.99,3
66158418,8,198240586.62,0.71,3
37273386,8,172797761.99,0.78,2
35915929,0,0.0,-0.5,2
82448801,1,101316207.43,-0.31,2
69437731,4,143964891.98,0.35,1
62654469,7,151915060.6,-0.35,1
72036388,4,93681403.63,0.71,1
83300053,0,0.0,-0.69,2
11697352,8,85493557.38,-0.65,3
40522239,4,157968474.54,-0.66,3
63508155,5,144825367.73,-0.01,3
17768540,8,80825367.54,-0.38,1
71092159,2,122119400.82,0.07,1
47470897,0,0.0,0.26,3
60522163,1,165563291.26,0.01,2
47925520,1,17595268.8,-0.9,3
44911035,8,70742792.56,-0.24,2
74488524,5,100706802.95,-0.99,1
22358837,0,0.0,-0.23,3
17332345,0,0.0,0.1,2
25425161,4,157644750.19,-0.01,2
10116888,5,25680221.31,0.78,2
44612241,7,138139965.66,0.03,3
84427455,6,147970051.23,-0.17,1
92933483,6,37970174.59,0.91,2
93812410,6,60014400.59,-0.98,2
62312826,4,103673861.1,0.84,3
48853433,7,34098495.5,0.58,1
60366069,3,23541529.82,-0.56,3
99044716,1,178628753.67,0.9,2
83524906,2,70746517.0,-0.85,2
76142451,1,90965937.46,-0.85,3
75947855,8,58294810.77,0.96,2
64336343,6,98329072.85,-0.55,3
18369238,6,106216318.13,-0.92,3
68943114,0,0.0,0.58,3
99561687,3,180708650.41,0.68,1
57385220,2,177421709.62,0.03,3
94779046,1,192136632.6,-0.82,1
16029331,4,56984543.33,-0.08,1
17258332,3,187357657.96,-0.13,1
53267920,8,30459358.47,-0.29,2
56832793,2,181835291.65,-0.41,3
23867470,6,58867107.65,0.13,3
87627022,3,166229623.81,-0.96,2
54539540,7,179942530.25,0.39,3
60264750,8,96463087.72,-0.94,1
22792226,3,90352150.52,-0.56,1
86136954,5,99778581.13,-0.84,1
81242373,0,0.0,-0.91,1
96144627,6,33238888.96,0.03,1
86112740,3,20636650.64,0.14,2
57878635,4,95717977.02,-0.04,1
98037670,2,21495029.86,0.15,1
32062225,1,88855156.5,-0.94,1
50380158,3,25440527.2,0.68,3
30859035,4,118447328.35,0.46,3
82034239,8,60459682.07,0.24,2
88768477,0,0.0,0.18,1
59235877,7,1255045.13,0.31,1
35875662,7,3188935.89,0.96,1
91856253,1,164135301.14,0.54,3
84922955,4,188541977.8,-0.24,3
58355585,6,136292094.91,0.27,1
31141538,4,10834942.29,-0.62,3
53109504,8,109706195.23,0.02,2
24940589,1,176614415.88,-0.24,3
76307390,7,53244744.56,0.25,1
41060268,3,52018717.05,-0.99,3
42449720,2,39736141.1,-0.94,1
94781830,7,165275829.91,-0.56,3
26658029,8,65483158.5,0.39,3
56085088,3,104503419.98,-0.93,1
64016133,2,78826056.25,0.22,1
58053692,2,194403915.52,0.19,2
20326676,5,74476009.04,0.43,1
56077833,0,0.0,0.65,1
92976031,5,76000281.12,0.27,1
52137477,0,0.0,0.89,2
79085441,4,36087060.81,-0.28,3
60753840,4,167528646.34,0.59,3
78014486,8,77705602.87,0.57,2
94092262,3,27338806.89,0.32,1
19950069,6,129463173.52,0.51,2
96161785,8,143509571.91,-0.51,2
14084584,1,185946951.13,-0.3,2
80407448,8,4293839.61,-0.48,2
58103383,4,49850564.73,0.32,3
95618698,2,58084979.87,0.23,1
22360374,0,0.0,0.43,2
75928740,3,189506313.38,-0.13,3
97101411,4,107369912.56,0.49,1
53921435,0,0.0,-0.01,3
65452333,6,9504366.78,0.14,2
61764862,8,59647923.41,0.74,3
97419381,1,186769195.05,0.56,3
34653594,7,104979083.33,-0.94,1
20312340,4,145772842.04,-0.84,3
76831577,5,50891784.74,0.57,3
38577196,8,85666554.06,0.21,2
15105277,4,18963078.95,-0.14,1
26607234,0,0.0,-0.83,2
72846138,7,175910379.64,-0.42,2
80194786,7,37650650.55,-0.55,3
11964806,2,199269198.7,0.87,1
13476669,2,147130253.18,0.7,1
52720352,6,167316306.58,-0.92,2
72591705,7,118193522.75,-0.75,1
43949629,1,177031403.79,-0.3,2
97376519,1,190591881.53,-0.55,1
67724755,4,63565927.96,-0.95,3
16548112,2,151377752.53,-0.24,2
22598788,7,144399186.64,-0.49,2
33201726,1,144732344.43,0.55,1
86217200,1,125846466.3,0.68,1
18989181,7,90200406.08,0.37,1
62459014,6,123753008.45,-0.59,2
89261732,3,182484713.7,-0.44,1
39362147,8,118781307.4,0.11,2
75463094,8,108578054.62,-1.0,1
46016706,6,175122900.64,0.25,2
52772996,6,173422382.95,-0.74,2
31416720,3,69040876.49,0.36,2
78641849,3,153331662.26,0.2,1
65945190,8,107957097.42,0.77,1
83420912,4,198748401.1,-0.07,1
54231491,4,123223055.95,0.16,3
13835635,8,94974493.75,-0.79,2
16645531,3,49429133.67,0.38,2
88434904,5,46790803.36,0.14,2
58754353,7,161789722.57,0.9,2
95975267,6,56549098.7,0.41,1
55040489,2,35055760.86,0.15,2
29705410,2,89523541.47,0.91,3
57477881,3,109669856.75,0.6,3
51374366,7,169448721.63,-0.81,1
60941284,3,3618023.74,-0.7,1
68385675,4,155447508.93,0.35,2
87736804,6,181121848.5,-0.34,1
61258371,6,154427374.21,1.0,1
46031965,5,36776098.38,-0.18,2
62323045,2,40612810.87,-0.46,1
82393946,1,147444453.98,-0.36,3
99903797,6,31354084.11,-0.28,3
90174357,1,104213880.05,-0.2,1
32171904,8,165976445.81,-0.05,3
77951919,5,17512444.23,0.41,3
30011923,5,132861921.69,-0.96,3
27634833,4,148386459.63,0.55,3
64963909,0,0.0,0.23,2
71400752,4,130010165.63,0.97,3
10223819,2,67082483.59,0.62,2
58976784,2,156578523.55,-0.49,1
12813620,2,86870227.62,-0.45,3
66827029,0,0.0,-0.52,2
51214545,5,85822708.36,-0.3,1
37771913,8,172049440.21,0.47,3
30523799,4,114018415.82,-0.45,1
77354835,0,0.0,-0.85,3
12307723,5,56419751.98,0.3,1
66786179,8,182151476.67,0.83,1
36728361,8,123606726.67,-0.72,2
31239172,4,10304952.7,0.16,3
66529817,4,114027158.38,-0.83,1
63276387,8,7064144.41,0.16,1
31569466,6,28233327.97,-0.55,2
93340292,3,18970677.3,-0.44,3
74895058,4,16985576.35,-0.81,3
38895223,1,127482923.69,-0.53,1
57753367,8,34604668.33,0.88,3
56446302,4,50813168.96,-0.04,1
73642804,2,170391055.89,0.98,2
83506566,6,56544594.58,0.05,2
91272585,5,35405076.08,-0.3,3
78109885,0,0.0,0.36,2
72663603,4,35602324.9,-0.56,1
95179157,7,190280270.67,0.89,2
11065272,0,0.0,-0.82,2
44548106,2,196715980.46,-0.68,3
80294046,0,0.0,-0.1,3
96966275,0,0.0,0.35,1
72910572,0,0.0,0.03,1
58669557,3,84196969.31,-0.17,1
68601564,6,160956226.14,0.37,3
78703330,0,0.0,0.97,2
58742591,7,42025145.0,-0.72,3
28286924,8,81518810.28,0.45,1
33227598,2,11315087.58,-0.56,1
83577074,8,9476616.32,-0.74,2
97960537,0,0.0,0.8,3
89355643,4,109577149.83,0.92,2
38180435,6,90036350.35,0.05,3
24916174,1,91051756.66,-0.45,1
73244609,4,194597374.64,-0.07,1
45522979,8,81471935.3,0.86,2
22877297,3,45383645.69,0.37,1
81477134,2,141480910.33,-0.42,1
16934859,4,76974478.87,-0.35,1
78760871,3,52479937.1,-0.79,3
29022357,0,0.0,-0.99,1
54780929,4,108294822.47,0.95,2
20127901,1,89097297.56,0.79,3
21964739,3,8992319.69,-0.72,1
40612404,3,137769543.78,0.59,1
83964120,6,106690811.68,0.38,2
44310036,8,125022517.56,-0.55,3
99476760,8,166567215.73,-0.07,2
50026184,7,108287171.96,0.48,1
55566791,1,188113760.84,0.87,2
24947565,6,175080985.02,-0.93,3
39844443,4,62657039.11,-0.27,3
33790913,5,178926370.58,0.16,2
87211386,0,0.0,0.14,1
83413936,3,71211412.81,0.98,3
87430753,5,177392742.56,-0.67,3
82099022,2,40960721.69,-0.85,2
26916890,1,164938807.06,-0.49,3
91275137,0,0.0,-0.22,2
41840906,2,73363652.49,0.87,3
25424557,5,70413942.64,-0.17,2
50155261,2,190096931.67,-0.37,2
55419039,1,150598556.2,0.47,2
49247263,7,149467811.47,0.36,2
73801798,1,161712510.5,0.84,3
56867093,0,0.0,0.28,2
14416717,8,35971251.23,-0.5,2
83852236,4,69271354.45,0.67,2
82371220,8,136951187.38,-0.02,1
59093525,8,118410686.59,-0.53,1
84540096,7,22450033.07,0.92,2
73663680,6,91866076.72,-0.58,3
48238018,1,141680415.93,0.82,3
87524446,8,92876712.61,0.66,3
46116338,3,78752374.52,0.81,1
93601320,3,101539447.98,0.92,3
35697420,4,77069859.87,0.59,3
23217141,3,107308863.41,-0.41,2
88591254,0,0.0,0.1,1
57546693,5,14076722.35,-0.68,2
73649185,6,114423046.04,0.53,2
93166071,3,75091592.89,-0.93,3
82983523,7,196464417.27,0.09,3
95954137,5,186797974.4,-0.39,2
38650464,1,38051412.45,-0.49,2
91501951,3,195266969.06,-0.93,1
83696160,5,199817331.81,-0.63,1
22597904,2,79358223.61,0.88,1
16018354,3,164906730.08,-0.44,3
45628930,7,175889862.19,-0.86,3
99268022,8,185470672.71,0.48,2
69699669,7,50586063.34,0.72,3
23675703,5,187650216.64,-0.32,2
98394051,0,0.0,0.48,3
96750650,4,139153284.03,-0.73,2
82503899,1,95479515.54,0.86,3
49982076,1,144788390.36,-0.27,2
51350461,8,63038114.28,0.83,1
19216686,3,118757021.18,0.73,3
42726475,4,78066354.93,0.09,1
46356628,0,0.0,0.89,2
72975079,5,5005696.66,-0.16,3
76457356,1,194243210.9,-0.04,2
86905414,8,48795310.14,-0.82,1
83420108,8,132507652.8,0.84,3
32514384,4,173400065.96,0.02,1
97550828,5,27589027.84,-0.22,3
68673759,7,42739649.33,0.49,3
31989468,1,11230348.99,-0.19,3
39147709,4,135487585.64,0.19,2
74144925,2,194863880.58,0.36,2
52608397,7,197949206.87,0.35,3
70080564,6,697562.13,0.69,3
79200905,2,123221443.9,0.04,2
10534983,1,102093672.15,0.25,3
75055134,7,185851361.17,0.4,3
84386949,8,57889662.45,0.96,1
61181522,8,78916507.42,0.97,1
33201142,8,164946348.85,-0.13,3
10632338,3,115580068.49,-0.26,1
94221451,6,75868050.38,-0.78,1
43471860,2,6802136.88,0.32,2
24756543,3,125737383.23,0.33,1
76382705,4,128509955.97,0.27,1
55134585,7,101816421.74,-0.45,2
34964851,8,58011848.46,-0.74,1
97437137,2,48765256.85,0.45,2
22219830,1,53713461.14,0.18,3
72265608,4,139766489.4,-0.6,3
11325562,6,67096717.24,-0.14,1
93618437,2,4046627.8,-0.39,1
51036672,0,0.0,-0.0,2
74884137,7,32675857.69,0.59,2
91588199,7,64663003.27,-0.85,2
31255004,1,197374666.64,-0.67,2
85925430,6,91718989.31,0.02,3
61346096,8,90109633.96,-0.92,1
45234658,0,0.0,-0.08,3
60689122,6,81944318.01,0.09,2
29866653,5,151833037.39,-0.99,3
29895586,3,26120739.21,0.11,3
28308670,6,73619162.72,0.23,3
13738086,2,15511492.17,0.31,1
53038634,6,52896467.47,0.08,2
66838431,3,19442460.48,0.49,3
76769476,6,188474273.19,-0.57,1
17002363,6,43060859.38,-0.42,1
15332129,0,0.0,-0.21,3
54741534,5,157288994.83,0.81,1
51896045,0,0.0,0.71,3
32361952,0,0.0,-0.05,3
68739331,8,71660436.18,-0.63,2
89026573,0,0.0,0.66,2
86431635,6,29215637.37,0.18,1
98591024,8,844387.21,-0.62,3
57605059,4,13011993.77,0.01,2
82420369,4,82109279.31,0.45,3
55037975,7,74946635.87,-0.84,2
60666906,2,148471252.52,-0.97,1
44572412,2,16502896.46,-0.94,3
36897727,4,191660113.0,-0.88,2
31217432,3,151590267.7,0.99,3
88235204,4,109685247.07,0.1,3
52858349,2,160081451.48,0.11,2
80952979,6,135058340.71,-0.8,2
51977634,6,154552636.03,0.18,3
99871749,3,12737723.03,0.3,3
99671002,1,129426953.95,0.8,3
41763931,7,70896715.04,0.79,2
73640778,4,65189934.81,0.67,1
35973768,7,40347562.12,0.74,1
44739891,0,0.0,0.98,2
79900818,7,25782490.47,-0.82,2
36372198,4,38439959.46,-0.81,3
23958389,3,144371425.19,0.35,1
21217492,4,115312210.09,-0.78,1
10772446,3,175181211.07,-0.41,2
49299305,8,74821001.57,0.1,3
90576548,0,0.0,-0.04,1
79053784,2,151638212.87,0.85,1
16768219,2,11248681.29,0.27,2
96018339,3,110404853.7,0.52,1
33214169,6,180273927.37,-0.16,2
40967131,4,132570192.11,0.95,2
99686692,0,0.0,0.1,3
44018256,5,10834023.08,0.18,2
85366652,5,46480281.63,-0.11,1
76685744,5,93540192.93,-0.02,2
72924768,0,0.0,-0.88,2
17162039,0,0.0,0.51,2
39940001,2,134512829.52,0.35,1
98949496,8,194868040.61,-0.39,3
61727574,6,88504121.17,0.09,2
63516445,1,24327401.44,0.17,2
95253018,7,75540246.14,0.49,1
97186098,2,100914288.09,-0.51,2
23839379,1,61508837.82,-0.85,2
51594326,5,183626670.36,0.5,3
90503214,8,195719324.46,-0.32,2
35816722,3,89097861.8,-0.6,2
95951460,3,90393788.37,-0.3,3
23671404,4,170043130.05,-0.7,3
12647107,1,125544415.18,0.45,2
57262347,2,172670386.55,-0.81,2
15497724,3,80477602.91,0.39,3
66309966,3,18911382.3,-0.17,3
56647508,3,85008545.49,-0.38,3
30118640,3,35886001.41,-0.87,1
72919876,5,86065387.97,-0.97,2
90670308,4,157131006.47,0.81,3
44762270,3,132622442.15,0.73,2
52397613,7,76978410.36,0.24,2
67235745,2,48296953.15,-0.3,2
49363839,3,39753020.25,-0.73,2
48440872,5,178574734.6,0.22,3
88453965,0,0.0,-0.3,3
15422062,7,127925496.87,-0.71,1
14754646,4,45799051.37,0.07,2
50499757,8,170073938.2,0.24,2
12441754,0,0.0,-0.6,3
56347946,2,162651729.6,-0.12,3
61136244,8,91387993.42,-0.08,2
29738054,7,5172903.21,-0.74,3
17768364,1,190364780.88,-0.42,2
32167313,7,115723493.36,0.15,1
77911416,7,166532151.53,0.95,2
90332712,3,141350021.95,-0.66,3
82499178,8,165839330.94,-0.91,2
24388243,1,62056861.0,0.51,2
94524508,5,133193798.95,0.61,1
45953593,4,15701911.04,0.69,3
15149657,0,0.0,0.33,3
13216165,3,77027019.38,-0.54,1
95690624,4,164973177.55,-0.47,1
29507652,2,34331364.31,-0.71,3
33322360,2,117788474.72,0.12,3
13205517,4,147843754.58,-0.37,1
76827416,8,183617973.74,0.3,3
16414319,8,154757608.81,-0.22,2
21633288,5,53327544.49,-0.25,2
78476626,3,185682299.1,-0.01,1
65997875,6,69312659.5,0.46,2
45180263,1,177832464.95,0.79,3
